date,vintage_date,variable,source,frequency,forecast_horizon,value
31/03/2020,31/03/2025,cpisa,ons,Q,-20,108.7975069
30/06/2020,31/03/2025,cpisa,ons,Q,-19,108.4107676
30/09/2020,31/03/2025,cpisa,ons,Q,-18,108.8276838
31/12/2020,31/03/2025,cpisa,ons,Q,-17,108.8971226
31/03/2021,31/03/2025,cpisa,ons,Q,-16,109.5155489
30/06/2021,31/03/2025,cpisa,ons,Q,-15,110.5952933
30/09/2021,31/03/2025,cpisa,ons,Q,-14,111.8193081
31/12/2021,31/03/2025,cpisa,ons,Q,-13,114.2481343
31/03/2022,31/03/2025,cpisa,ons,Q,-12,116.3970432
30/06/2022,31/03/2025,cpisa,ons,Q,-11,120.6682579
30/09/2022,31/03/2025,cpisa,ons,Q,-10,123.0078821
31/12/2022,31/03/2025,cpisa,ons,Q,-9,126.5478624
31/03/2023,31/03/2025,cpisa,ons,Q,-8,128.3038004
30/06/2023,31/03/2025,cpisa,ons,Q,-7,130.7710336
30/09/2023,31/03/2025,cpisa,ons,Q,-6,131.2508358
31/12/2023,31/03/2025,cpisa,ons,Q,-5,131.856119
31/03/2024,31/03/2025,cpisa,ons,Q,-4,132.904461
30/06/2024,31/03/2025,cpisa,ons,Q,-3,133.4531499
30/09/2024,31/03/2025,cpisa,ons,Q,-2,133.9262725
31/12/2024,31/03/2025,cpisa,ons,Q,-1,135.125066
31/03/1990,30/06/2025,cpisa,ons,Q,-141,54.25975204
30/06/1990,30/06/2025,cpisa,ons,Q,-140,55.23636049
30/09/1990,30/06/2025,cpisa,ons,Q,-139,56.37420237
31/12/1990,30/06/2025,cpisa,ons,Q,-138,57.46258038
31/03/1991,30/06/2025,cpisa,ons,Q,-137,58.03920248
30/06/1991,30/06/2025,cpisa,ons,Q,-136,59.84122778
30/09/1991,30/06/2025,cpisa,ons,Q,-135,60.74422854
31/12/1991,30/06/2025,cpisa,ons,Q,-134,61.50307927
31/03/1992,30/06/2025,cpisa,ons,Q,-133,62.05917096
30/06/1992,30/06/2025,cpisa,ons,Q,-132,62.41724389
30/09/1992,30/06/2025,cpisa,ons,Q,-131,62.67266985
31/12/1992,30/06/2025,cpisa,ons,Q,-130,63.15628882
31/03/1993,30/06/2025,cpisa,ons,Q,-129,63.48866185
30/06/1993,30/06/2025,cpisa,ons,Q,-128,63.98586421
30/09/1993,30/06/2025,cpisa,ons,Q,-127,64.47325074
31/12/1993,30/06/2025,cpisa,ons,Q,-126,64.69909077
31/03/1994,30/06/2025,cpisa,ons,Q,-125,65.00255406
30/06/1994,30/06/2025,cpisa,ons,Q,-124,65.30595049
30/09/1994,30/06/2025,cpisa,ons,Q,-123,65.59089678
31/12/1994,30/06/2025,cpisa,ons,Q,-122,65.85766548
31/03/1995,30/06/2025,cpisa,ons,Q,-121,66.55539023
30/06/1995,30/06/2025,cpisa,ons,Q,-120,66.95046042
30/09/1995,30/06/2025,cpisa,ons,Q,-119,67.4069595
31/12/1995,30/06/2025,cpisa,ons,Q,-118,67.71427448
31/03/1996,30/06/2025,cpisa,ons,Q,-117,68.29166883
30/06/1996,30/06/2025,cpisa,ons,Q,-116,68.74376216
30/09/1996,30/06/2025,cpisa,ons,Q,-115,68.9962275
31/12/1996,30/06/2025,cpisa,ons,Q,-114,69.2792515
31/03/1997,30/06/2025,cpisa,ons,Q,-113,69.60783437
30/06/1997,30/06/2025,cpisa,ons,Q,-112,69.84125711
30/09/1997,30/06/2025,cpisa,ons,Q,-111,70.33089266
31/12/1997,30/06/2025,cpisa,ons,Q,-110,70.55323476
31/03/1998,30/06/2025,cpisa,ons,Q,-109,70.70769029
30/06/1998,30/06/2025,cpisa,ons,Q,-108,71.12651345
30/09/1998,30/06/2025,cpisa,ons,Q,-107,71.30814871
31/12/1998,30/06/2025,cpisa,ons,Q,-106,71.55552348
31/03/1999,30/06/2025,cpisa,ons,Q,-105,71.8123774
30/06/1999,30/06/2025,cpisa,ons,Q,-104,72.12167348
30/09/1999,30/06/2025,cpisa,ons,Q,-103,72.17857744
31/12/1999,30/06/2025,cpisa,ons,Q,-102,72.36958305
31/03/2000,30/06/2025,cpisa,ons,Q,-101,72.38703279
30/06/2000,30/06/2025,cpisa,ons,Q,-100,72.57647141
30/09/2000,30/06/2025,cpisa,ons,Q,-99,72.75846341
31/12/2000,30/06/2025,cpisa,ons,Q,-98,73.06065791
31/03/2001,30/06/2025,cpisa,ons,Q,-97,73.01013487
30/06/2001,30/06/2025,cpisa,ons,Q,-96,73.68332912
30/09/2001,30/06/2025,cpisa,ons,Q,-95,73.86849123
31/12/2001,30/06/2025,cpisa,ons,Q,-94,73.80802937
31/03/2002,30/06/2025,cpisa,ons,Q,-93,74.13620318
30/06/2002,30/06/2025,cpisa,ons,Q,-92,74.38498544
30/09/2002,30/06/2025,cpisa,ons,Q,-91,74.62262597
31/12/2002,30/06/2025,cpisa,ons,Q,-90,74.93570277
31/03/2003,30/06/2025,cpisa,ons,Q,-89,75.22242502
30/06/2003,30/06/2025,cpisa,ons,Q,-88,75.34634585
30/09/2003,30/06/2025,cpisa,ons,Q,-87,75.6442672
31/12/2003,30/06/2025,cpisa,ons,Q,-86,75.92169396
31/03/2004,30/06/2025,cpisa,ons,Q,-85,76.1695527
30/06/2004,30/06/2025,cpisa,ons,Q,-84,76.41273606
30/09/2004,30/06/2025,cpisa,ons,Q,-83,76.5931173
31/12/2004,30/06/2025,cpisa,ons,Q,-82,77.01533595
31/03/2005,30/06/2025,cpisa,ons,Q,-81,77.47380007
30/06/2005,30/06/2025,cpisa,ons,Q,-80,77.92660794
30/09/2005,30/06/2025,cpisa,ons,Q,-79,78.4298871
31/12/2005,30/06/2025,cpisa,ons,Q,-78,78.65045022
31/03/2006,30/06/2025,cpisa,ons,Q,-77,78.979689
30/06/2006,30/06/2025,cpisa,ons,Q,-76,79.68847867
30/09/2006,30/06/2025,cpisa,ons,Q,-75,80.3140808
31/12/2006,30/06/2025,cpisa,ons,Q,-74,80.76759887
31/03/2007,30/06/2025,cpisa,ons,Q,-73,81.26266234
30/06/2007,30/06/2025,cpisa,ons,Q,-72,81.72625054
30/09/2007,30/06/2025,cpisa,ons,Q,-71,81.73875543
31/12/2007,30/06/2025,cpisa,ons,Q,-70,82.45502597
31/03/2008,30/06/2025,cpisa,ons,Q,-69,83.22172597
30/06/2008,30/06/2025,cpisa,ons,Q,-68,84.4783923
30/09/2008,30/06/2025,cpisa,ons,Q,-67,85.6333299
31/12/2008,30/06/2025,cpisa,ons,Q,-66,85.6408702
31/03/2009,30/06/2025,cpisa,ons,Q,-65,85.72772321
30/06/2009,30/06/2025,cpisa,ons,Q,-64,86.23474659
30/09/2009,30/06/2025,cpisa,ons,Q,-63,86.90355001
31/12/2009,30/06/2025,cpisa,ons,Q,-62,87.45376722
31/03/2010,30/06/2025,cpisa,ons,Q,-61,88.51412724
30/06/2010,30/06/2025,cpisa,ons,Q,-60,89.20908618
30/09/2010,30/06/2025,cpisa,ons,Q,-59,89.59768384
31/12/2010,30/06/2025,cpisa,ons,Q,-58,90.41016779
31/03/2011,30/06/2025,cpisa,ons,Q,-57,92.11973975
30/06/2011,30/06/2025,cpisa,ons,Q,-56,93.11513914
30/09/2011,30/06/2025,cpisa,ons,Q,-55,93.83821712
31/12/2011,30/06/2025,cpisa,ons,Q,-54,94.60048993
31/03/2012,30/06/2025,cpisa,ons,Q,-53,95.29658415
30/06/2012,30/06/2025,cpisa,ons,Q,-52,95.69321353
30/09/2012,30/06/2025,cpisa,ons,Q,-51,96.13276072
31/12/2012,30/06/2025,cpisa,ons,Q,-50,97.11100474
31/03/2013,30/06/2025,cpisa,ons,Q,-49,97.9254589
30/06/2013,30/06/2025,cpisa,ons,Q,-48,98.2727066
30/09/2013,30/06/2025,cpisa,ons,Q,-47,98.74210088
31/12/2013,30/06/2025,cpisa,ons,Q,-46,99.13733319
31/03/2014,30/06/2025,cpisa,ons,Q,-45,99.6314766
30/06/2014,30/06/2025,cpisa,ons,Q,-44,99.97710611
30/09/2014,30/06/2025,cpisa,ons,Q,-43,100.1630952
31/12/2014,30/06/2025,cpisa,ons,Q,-42,100.0624315
31/03/2015,30/06/2025,cpisa,ons,Q,-41,99.74077065
30/06/2015,30/06/2025,cpisa,ons,Q,-40,99.97403993
30/09/2015,30/06/2025,cpisa,ons,Q,-39,100.1408526
31/12/2015,30/06/2025,cpisa,ons,Q,-38,100.1443368
31/03/2016,30/06/2025,cpisa,ons,Q,-37,100.0935446
30/06/2016,30/06/2025,cpisa,ons,Q,-36,100.3308007
30/09/2016,30/06/2025,cpisa,ons,Q,-35,100.8429293
31/12/2016,30/06/2025,cpisa,ons,Q,-34,101.3768855
31/03/2017,30/06/2025,cpisa,ons,Q,-33,102.2329517
30/06/2017,30/06/2025,cpisa,ons,Q,-32,103.0902618
30/09/2017,30/06/2025,cpisa,ons,Q,-31,103.6708943
31/12/2017,30/06/2025,cpisa,ons,Q,-30,104.4545586
31/03/2018,30/06/2025,cpisa,ons,Q,-29,104.9968752
30/06/2018,30/06/2025,cpisa,ons,Q,-28,105.5995764
30/09/2018,30/06/2025,cpisa,ons,Q,-27,106.2670711
31/12/2018,30/06/2025,cpisa,ons,Q,-26,106.8237642
31/03/2019,30/06/2025,cpisa,ons,Q,-25,106.9627005
30/06/2019,30/06/2025,cpisa,ons,Q,-24,107.7791159
30/09/2019,30/06/2025,cpisa,ons,Q,-23,108.2037852
31/12/2019,30/06/2025,cpisa,ons,Q,-22,108.3205467
31/03/2020,30/06/2025,cpisa,ons,Q,-21,108.7657371
30/06/2020,30/06/2025,cpisa,ons,Q,-20,108.4459866
30/09/2020,30/06/2025,cpisa,ons,Q,-19,108.8311784
31/12/2020,30/06/2025,cpisa,ons,Q,-18,108.8838618
31/03/2021,30/06/2025,cpisa,ons,Q,-17,109.4959647
30/06/2021,30/06/2025,cpisa,ons,Q,-16,110.6235568
30/09/2021,30/06/2025,cpisa,ons,Q,-15,111.8251832
31/12/2021,30/06/2025,cpisa,ons,Q,-14,114.2293228
31/03/2022,30/06/2025,cpisa,ons,Q,-13,116.3914266
30/06/2022,30/06/2025,cpisa,ons,Q,-12,120.6886922
30/09/2022,30/06/2025,cpisa,ons,Q,-11,123.0061292
31/12/2022,30/06/2025,cpisa,ons,Q,-10,126.5300948
31/03/2023,30/06/2025,cpisa,ons,Q,-9,128.3245201
30/06/2023,30/06/2025,cpisa,ons,Q,-8,130.7698785
30/09/2023,30/06/2025,cpisa,ons,Q,-7,131.2405147
31/12/2023,30/06/2025,cpisa,ons,Q,-6,131.8465358
31/03/2024,30/06/2025,cpisa,ons,Q,-5,132.9270637
30/06/2024,30/06/2025,cpisa,ons,Q,-4,133.4573354
30/09/2024,30/06/2025,cpisa,ons,Q,-3,133.9062008
31/12/2024,30/06/2025,cpisa,ons,Q,-2,135.1174196
31/03/2025,30/06/2025,cpisa,ons,Q,-1,136.6811498
31/03/1990,30/09/2025,cpisa,ons,Q,-142,54.23328079
30/06/1990,30/09/2025,cpisa,ons,Q,-141,55.9315901
30/09/1990,30/09/2025,cpisa,ons,Q,-140,56.73063676
31/12/1990,30/09/2025,cpisa,ons,Q,-139,57.77435794
31/03/1991,30/09/2025,cpisa,ons,Q,-138,58.01601592
30/06/1991,30/09/2025,cpisa,ons,Q,-137,60.59481835
30/09/1991,30/09/2025,cpisa,ons,Q,-136,61.12941542
31/12/1991,30/09/2025,cpisa,ons,Q,-135,61.82288334
31/03/1992,30/09/2025,cpisa,ons,Q,-134,62.05683241
30/06/1992,30/09/2025,cpisa,ons,Q,-133,63.19440135
30/09/1992,30/09/2025,cpisa,ons,Q,-132,63.0673717
31/12/1992,30/09/2025,cpisa,ons,Q,-131,63.46756537
31/03/1993,30/09/2025,cpisa,ons,Q,-130,63.5309126
30/06/1993,30/09/2025,cpisa,ons,Q,-129,64.75663141
30/09/1993,30/09/2025,cpisa,ons,Q,-128,64.86924872
31/12/1993,30/09/2025,cpisa,ons,Q,-127,65.00834451
31/03/1994,30/09/2025,cpisa,ons,Q,-126,65.1018571
30/06/1994,30/09/2025,cpisa,ons,Q,-125,66.05072501
30/09/1994,30/09/2025,cpisa,ons,Q,-124,65.98067436
31/12/1994,30/09/2025,cpisa,ons,Q,-123,66.17909534
31/03/1995,30/09/2025,cpisa,ons,Q,-122,66.70665383
30/06/1995,30/09/2025,cpisa,ons,Q,-121,67.66591202
30/09/1995,30/09/2025,cpisa,ons,Q,-120,67.79361201
31/12/1995,30/09/2025,cpisa,ons,Q,-119,68.07146842
31/03/1996,30/09/2025,cpisa,ons,Q,-118,68.27478641
30/06/1996,30/09/2025,cpisa,ons,Q,-117,68.64617269
30/09/1996,30/09/2025,cpisa,ons,Q,-116,68.9913227
31/12/1996,30/09/2025,cpisa,ons,Q,-115,69.38190051
31/03/1997,30/09/2025,cpisa,ons,Q,-114,69.5871246
30/06/1997,30/09/2025,cpisa,ons,Q,-113,69.77956275
30/09/1997,30/09/2025,cpisa,ons,Q,-112,70.3373848
31/12/1997,30/09/2025,cpisa,ons,Q,-111,70.60856832
31/03/1998,30/09/2025,cpisa,ons,Q,-110,70.69192998
30/06/1998,30/09/2025,cpisa,ons,Q,-109,71.09269128
30/09/1998,30/09/2025,cpisa,ons,Q,-108,71.32029848
31/12/1998,30/09/2025,cpisa,ons,Q,-107,71.57672046
31/03/1999,30/09/2025,cpisa,ons,Q,-106,71.80772443
30/06/1999,30/09/2025,cpisa,ons,Q,-105,72.10260423
30/09/1999,30/09/2025,cpisa,ons,Q,-104,72.18703962
31/12/1999,30/09/2025,cpisa,ons,Q,-103,72.37560588
31/03/2000,30/09/2025,cpisa,ons,Q,-102,72.39368716
30/06/2000,30/09/2025,cpisa,ons,Q,-101,72.563314
30/09/2000,30/09/2025,cpisa,ons,Q,-100,72.75978305
31/12/2000,30/09/2025,cpisa,ons,Q,-99,73.0639821
31/03/2001,30/09/2025,cpisa,ons,Q,-98,73.0225787
30/06/2001,30/09/2025,cpisa,ons,Q,-97,73.67245414
30/09/2001,30/09/2025,cpisa,ons,Q,-96,73.86434368
31/12/2001,30/09/2025,cpisa,ons,Q,-95,73.81622296
31/03/2002,30/09/2025,cpisa,ons,Q,-94,74.14020063
30/06/2002,30/09/2025,cpisa,ons,Q,-93,74.38093747
30/09/2002,30/09/2025,cpisa,ons,Q,-92,74.62141562
31/12/2002,30/09/2025,cpisa,ons,Q,-91,74.93961885
31/03/2003,30/09/2025,cpisa,ons,Q,-90,75.2206363
30/06/2003,30/09/2025,cpisa,ons,Q,-89,75.34674199
30/09/2003,30/09/2025,cpisa,ons,Q,-88,75.64646158
31/12/2003,30/09/2025,cpisa,ons,Q,-87,75.92672646
31/03/2004,30/09/2025,cpisa,ons,Q,-86,76.15968097
30/06/2004,30/09/2025,cpisa,ons,Q,-85,76.41823962
30/09/2004,30/09/2025,cpisa,ons,Q,-84,76.59601403
31/12/2004,30/09/2025,cpisa,ons,Q,-83,77.01534154
31/03/2005,30/09/2025,cpisa,ons,Q,-82,77.47380568
30/06/2005,30/09/2025,cpisa,ons,Q,-81,77.92661359
30/09/2005,30/09/2025,cpisa,ons,Q,-80,78.42989278
31/12/2005,30/09/2025,cpisa,ons,Q,-79,78.65045592
31/03/2006,30/09/2025,cpisa,ons,Q,-78,78.97969472
30/06/2006,30/09/2025,cpisa,ons,Q,-77,79.68848445
30/09/2006,30/09/2025,cpisa,ons,Q,-76,80.31408661
31/12/2006,30/09/2025,cpisa,ons,Q,-75,80.76760473
31/03/2007,30/09/2025,cpisa,ons,Q,-74,81.26266822
30/06/2007,30/09/2025,cpisa,ons,Q,-73,81.72625645
30/09/2007,30/09/2025,cpisa,ons,Q,-72,81.73876135
31/12/2007,30/09/2025,cpisa,ons,Q,-71,82.45503197
31/03/2008,30/09/2025,cpisa,ons,Q,-70,83.221732
30/06/2008,30/09/2025,cpisa,ons,Q,-69,84.47839838
30/09/2008,30/09/2025,cpisa,ons,Q,-68,85.63333611
31/12/2008,30/09/2025,cpisa,ons,Q,-67,85.6408765
31/03/2009,30/09/2025,cpisa,ons,Q,-66,85.72772937
30/06/2009,30/09/2025,cpisa,ons,Q,-65,86.23475278
30/09/2009,30/09/2025,cpisa,ons,Q,-64,86.90355631
31/12/2009,30/09/2025,cpisa,ons,Q,-63,87.45377373
31/03/2010,30/09/2025,cpisa,ons,Q,-62,88.51413361
30/06/2010,30/09/2025,cpisa,ons,Q,-61,89.20909254
30/09/2010,30/09/2025,cpisa,ons,Q,-60,89.59769028
31/12/2010,30/09/2025,cpisa,ons,Q,-59,90.41017469
31/03/2011,30/09/2025,cpisa,ons,Q,-58,92.11974632
30/06/2011,30/09/2025,cpisa,ons,Q,-57,93.11514575
30/09/2011,30/09/2025,cpisa,ons,Q,-56,93.83822365
31/12/2011,30/09/2025,cpisa,ons,Q,-55,94.60049755
31/03/2012,30/09/2025,cpisa,ons,Q,-54,95.29659086
30/06/2012,30/09/2025,cpisa,ons,Q,-53,95.69322036
30/09/2012,30/09/2025,cpisa,ons,Q,-52,96.1327662
31/12/2012,30/09/2025,cpisa,ons,Q,-51,97.1110135
31/03/2013,30/09/2025,cpisa,ons,Q,-50,97.92546624
30/06/2013,30/09/2025,cpisa,ons,Q,-49,98.27271392
30/09/2013,30/09/2025,cpisa,ons,Q,-48,98.74210477
31/12/2013,30/09/2025,cpisa,ons,Q,-47,99.13733907
31/03/2014,30/09/2025,cpisa,ons,Q,-46,99.63149095
30/06/2014,30/09/2025,cpisa,ons,Q,-45,99.97711986
30/09/2014,30/09/2025,cpisa,ons,Q,-44,100.1630811
31/12/2014,30/09/2025,cpisa,ons,Q,-43,100.0624244
31/03/2015,30/09/2025,cpisa,ons,Q,-42,99.74081666
30/06/2015,30/09/2025,cpisa,ons,Q,-41,99.97406753
30/09/2015,30/09/2025,cpisa,ons,Q,-40,100.1407887
31/12/2015,30/09/2025,cpisa,ons,Q,-39,100.1443271
31/03/2016,30/09/2025,cpisa,ons,Q,-38,100.09365
30/06/2016,30/09/2025,cpisa,ons,Q,-37,100.3308694
30/09/2016,30/09/2025,cpisa,ons,Q,-36,100.8427031
31/12/2016,30/09/2025,cpisa,ons,Q,-35,101.3769441
31/03/2017,30/09/2025,cpisa,ons,Q,-34,102.2332085
30/06/2017,30/09/2025,cpisa,ons,Q,-33,103.0902223
30/09/2017,30/09/2025,cpisa,ons,Q,-32,103.670459
31/12/2017,30/09/2025,cpisa,ons,Q,-31,104.4548577
31/03/2018,30/09/2025,cpisa,ons,Q,-30,104.9974022
30/06/2018,30/09/2025,cpisa,ons,Q,-29,105.599128
30/09/2018,30/09/2025,cpisa,ons,Q,-28,106.2662017
31/12/2018,30/09/2025,cpisa,ons,Q,-27,106.8246257
31/03/2019,30/09/2025,cpisa,ons,Q,-26,106.9637876
30/06/2019,30/09/2025,cpisa,ons,Q,-25,107.77701
30/09/2019,30/09/2025,cpisa,ons,Q,-24,108.2033079
31/12/2019,30/09/2025,cpisa,ons,Q,-23,108.3222825
31/03/2020,30/09/2025,cpisa,ons,Q,-22,108.7675587
30/06/2020,30/09/2025,cpisa,ons,Q,-21,108.4416286
30/09/2020,30/09/2025,cpisa,ons,Q,-20,108.8309565
31/12/2020,30/09/2025,cpisa,ons,Q,-19,108.8872295
31/03/2021,30/09/2025,cpisa,ons,Q,-18,109.4987538
30/06/2021,30/09/2025,cpisa,ons,Q,-17,110.6154521
30/09/2021,30/09/2025,cpisa,ons,Q,-16,111.8256376
31/12/2021,30/09/2025,cpisa,ons,Q,-15,114.235758
31/03/2022,30/09/2025,cpisa,ons,Q,-14,116.3945983
30/06/2022,30/09/2025,cpisa,ons,Q,-13,120.6765049
30/09/2022,30/09/2025,cpisa,ons,Q,-12,123.0053528
31/12/2022,30/09/2025,cpisa,ons,Q,-11,126.5449305
31/03/2023,30/09/2025,cpisa,ons,Q,-10,128.3312295
30/06/2023,30/09/2025,cpisa,ons,Q,-9,130.7412977
30/09/2023,30/09/2025,cpisa,ons,Q,-8,131.242134
31/12/2023,30/09/2025,cpisa,ons,Q,-7,131.8719391
31/03/2024,30/09/2025,cpisa,ons,Q,-6,132.9374504
30/06/2024,30/09/2025,cpisa,ons,Q,-5,133.4113666
30/09/2024,30/09/2025,cpisa,ons,Q,-4,133.9109113
31/12/2024,30/09/2025,cpisa,ons,Q,-3,135.1539986
31/03/2025,30/09/2025,cpisa,ons,Q,-2,136.6968663
30/06/2025,30/09/2025,cpisa,ons,Q,-1,138.0193801
31/03/1990,31/12/2025,cpisa,ons,Q,-143,54.23328079
30/06/1990,31/12/2025,cpisa,ons,Q,-142,55.9315901
30/09/1990,31/12/2025,cpisa,ons,Q,-141,56.73063676
31/12/1990,31/12/2025,cpisa,ons,Q,-140,57.77435794
31/03/1991,31/12/2025,cpisa,ons,Q,-139,58.01601592
30/06/1991,31/12/2025,cpisa,ons,Q,-138,60.59481835
30/09/1991,31/12/2025,cpisa,ons,Q,-137,61.12941542
31/12/1991,31/12/2025,cpisa,ons,Q,-136,61.82288334
31/03/1992,31/12/2025,cpisa,ons,Q,-135,62.05683241
30/06/1992,31/12/2025,cpisa,ons,Q,-134,63.19440135
30/09/1992,31/12/2025,cpisa,ons,Q,-133,63.0673717
31/12/1992,31/12/2025,cpisa,ons,Q,-132,63.46756537
31/03/1993,31/12/2025,cpisa,ons,Q,-131,63.5309126
30/06/1993,31/12/2025,cpisa,ons,Q,-130,64.75663141
30/09/1993,31/12/2025,cpisa,ons,Q,-129,64.86924872
31/12/1993,31/12/2025,cpisa,ons,Q,-128,65.00834451
31/03/1994,31/12/2025,cpisa,ons,Q,-127,65.1018571
30/06/1994,31/12/2025,cpisa,ons,Q,-126,66.05072501
30/09/1994,31/12/2025,cpisa,ons,Q,-125,65.98067436
31/12/1994,31/12/2025,cpisa,ons,Q,-124,66.17909534
31/03/1995,31/12/2025,cpisa,ons,Q,-123,66.70665383
30/06/1995,31/12/2025,cpisa,ons,Q,-122,67.66591202
30/09/1995,31/12/2025,cpisa,ons,Q,-121,67.79361201
31/12/1995,31/12/2025,cpisa,ons,Q,-120,68.07146842
31/03/1996,31/12/2025,cpisa,ons,Q,-119,68.27478641
30/06/1996,31/12/2025,cpisa,ons,Q,-118,68.64617269
30/09/1996,31/12/2025,cpisa,ons,Q,-117,68.9913227
31/12/1996,31/12/2025,cpisa,ons,Q,-116,69.38190051
31/03/1997,31/12/2025,cpisa,ons,Q,-115,69.5871246
30/06/1997,31/12/2025,cpisa,ons,Q,-114,69.77956275
30/09/1997,31/12/2025,cpisa,ons,Q,-113,70.3373848
31/12/1997,31/12/2025,cpisa,ons,Q,-112,70.60856832
31/03/1998,31/12/2025,cpisa,ons,Q,-111,70.69192998
30/06/1998,31/12/2025,cpisa,ons,Q,-110,71.09269128
30/09/1998,31/12/2025,cpisa,ons,Q,-109,71.32029848
31/12/1998,31/12/2025,cpisa,ons,Q,-108,71.57672046
31/03/1999,31/12/2025,cpisa,ons,Q,-107,71.80772443
30/06/1999,31/12/2025,cpisa,ons,Q,-106,72.10260423
30/09/1999,31/12/2025,cpisa,ons,Q,-105,72.18703962
31/12/1999,31/12/2025,cpisa,ons,Q,-104,72.37560588
31/03/2000,31/12/2025,cpisa,ons,Q,-103,72.39368716
30/06/2000,31/12/2025,cpisa,ons,Q,-102,72.563314
30/09/2000,31/12/2025,cpisa,ons,Q,-101,72.75978305
31/12/2000,31/12/2025,cpisa,ons,Q,-100,73.0639821
31/03/2001,31/12/2025,cpisa,ons,Q,-99,73.0225787
30/06/2001,31/12/2025,cpisa,ons,Q,-98,73.67245414
30/09/2001,31/12/2025,cpisa,ons,Q,-97,73.86434368
31/12/2001,31/12/2025,cpisa,ons,Q,-96,73.81622296
31/03/2002,31/12/2025,cpisa,ons,Q,-95,74.14020063
30/06/2002,31/12/2025,cpisa,ons,Q,-94,74.38093747
30/09/2002,31/12/2025,cpisa,ons,Q,-93,74.62141562
31/12/2002,31/12/2025,cpisa,ons,Q,-92,74.93961885
31/03/2003,31/12/2025,cpisa,ons,Q,-91,75.2206363
30/06/2003,31/12/2025,cpisa,ons,Q,-90,75.34674199
30/09/2003,31/12/2025,cpisa,ons,Q,-89,75.64646158
31/12/2003,31/12/2025,cpisa,ons,Q,-88,75.92672646
31/03/2004,31/12/2025,cpisa,ons,Q,-87,76.15968097
30/06/2004,31/12/2025,cpisa,ons,Q,-86,76.41823962
30/09/2004,31/12/2025,cpisa,ons,Q,-85,76.59601403
31/12/2004,31/12/2025,cpisa,ons,Q,-84,77.01534154
31/03/2005,31/12/2025,cpisa,ons,Q,-83,77.47380568
30/06/2005,31/12/2025,cpisa,ons,Q,-82,77.92661359
30/09/2005,31/12/2025,cpisa,ons,Q,-81,78.42989278
31/12/2005,31/12/2025,cpisa,ons,Q,-80,78.65045592
31/03/2006,31/12/2025,cpisa,ons,Q,-79,78.97969472
30/06/2006,31/12/2025,cpisa,ons,Q,-78,79.68848445
30/09/2006,31/12/2025,cpisa,ons,Q,-77,80.31408661
31/12/2006,31/12/2025,cpisa,ons,Q,-76,80.76760473
31/03/2007,31/12/2025,cpisa,ons,Q,-75,81.26266822
30/06/2007,31/12/2025,cpisa,ons,Q,-74,81.72625645
30/09/2007,31/12/2025,cpisa,ons,Q,-73,81.73876135
31/12/2007,31/12/2025,cpisa,ons,Q,-72,82.45503197
31/03/2008,31/12/2025,cpisa,ons,Q,-71,83.221732
30/06/2008,31/12/2025,cpisa,ons,Q,-70,84.47839838
30/09/2008,31/12/2025,cpisa,ons,Q,-69,85.63333611
31/12/2008,31/12/2025,cpisa,ons,Q,-68,85.6408765
31/03/2009,31/12/2025,cpisa,ons,Q,-67,85.72772937
30/06/2009,31/12/2025,cpisa,ons,Q,-66,86.23475278
30/09/2009,31/12/2025,cpisa,ons,Q,-65,86.90355631
31/12/2009,31/12/2025,cpisa,ons,Q,-64,87.45377373
31/03/2010,31/12/2025,cpisa,ons,Q,-63,88.51413361
30/06/2010,31/12/2025,cpisa,ons,Q,-62,89.20909254
30/09/2010,31/12/2025,cpisa,ons,Q,-61,89.59769028
31/12/2010,31/12/2025,cpisa,ons,Q,-60,90.41017469
31/03/2011,31/12/2025,cpisa,ons,Q,-59,92.11974632
30/06/2011,31/12/2025,cpisa,ons,Q,-58,93.11514575
30/09/2011,31/12/2025,cpisa,ons,Q,-57,93.83822365
31/12/2011,31/12/2025,cpisa,ons,Q,-56,94.60049755
31/03/2012,31/12/2025,cpisa,ons,Q,-55,95.29659086
30/06/2012,31/12/2025,cpisa,ons,Q,-54,95.69322036
30/09/2012,31/12/2025,cpisa,ons,Q,-53,96.1327662
31/12/2012,31/12/2025,cpisa,ons,Q,-52,97.1110135
31/03/2013,31/12/2025,cpisa,ons,Q,-51,97.92546624
30/06/2013,31/12/2025,cpisa,ons,Q,-50,98.27271392
30/09/2013,31/12/2025,cpisa,ons,Q,-49,98.74210477
31/12/2013,31/12/2025,cpisa,ons,Q,-48,99.13733907
31/03/2014,31/12/2025,cpisa,ons,Q,-47,99.63149095
30/06/2014,31/12/2025,cpisa,ons,Q,-46,99.97711986
30/09/2014,31/12/2025,cpisa,ons,Q,-45,100.1630811
31/12/2014,31/12/2025,cpisa,ons,Q,-44,100.0624244
31/03/2015,31/12/2025,cpisa,ons,Q,-43,99.74081666
30/06/2015,31/12/2025,cpisa,ons,Q,-42,99.97406753
30/09/2015,31/12/2025,cpisa,ons,Q,-41,100.1407887
31/12/2015,31/12/2025,cpisa,ons,Q,-40,100.1443271
31/03/2016,31/12/2025,cpisa,ons,Q,-39,100.09365
30/06/2016,31/12/2025,cpisa,ons,Q,-38,100.3308694
30/09/2016,31/12/2025,cpisa,ons,Q,-37,100.8427031
31/12/2016,31/12/2025,cpisa,ons,Q,-36,101.3769441
